-13.0372,21.8756,-13.7207,-18.801,18.5852,-1
4.9447,23.2746,7.5502,-2.3165,23.0124,-1
4.1109,9.6106,20.6415,-9.3007,17.5163,-1
-22.8287,-12.959,2.5963,10.4301,-1.6908,1
-5.5965,-9.9094,-4.2963,-10.8201,9.9282,-1
-20.5997,6.0385,-20.4602,-16.5947,6.5659,-1
13.3098,-15.3467,-5.7558,-4.0638,16.5534,1
5.0014,-17.5037,2.862,-4.9737,-21.1997,-1
-0.2204,21.2706,18.2429,0.4804,-23.0831,-1
6.0355,-23.4031,5.6989,-24.2626,-13.7219,-1
22.3376,10.9056,13.9264,11.2258,-23.8251,-1
21.0755,-2.478,21.9966,-7.4945,-22.821,-1
-8.1009,21.9335,-8.5001,22.0301,4.111,1
22.2277,-17.0882,19.3608,-16.9409,-8.1077,-1
5.8022,11.1915,21.657,-2.2342,-21.5317,-1
0.6259,-8.3869,4.2259,-13.2417,11.8449,-1
-12.5849,3.9047,15.5546,19.8504,-22.1189,1
12.8668,-19.8519,-2.9759,1.3142,24.2969,1
5.3462,-20.451,-7.017,24.7271,10.868,1
2.2106,14.9403,-24.0174,14.6841,2.5317,1
12.7154,22.4623,19.4651,10.2335,15.4856,-1
3.8668,-3.7874,-20.7271,13.9404,3.6366,1
-4.6247,-14.7142,17.085,-22.3467,17.1279,-1
-24.6241,18.0833,-10.8303,-1.4614,-5.5097,-1
12.5005,-8.9685,-0.7439,0.9467,10.4507,1
0.5145,7.4251,20.7675,-10.2239,-21.0804,-1
-9.3749,-17.1192,0.6267,14.0588,17.3565,1
-23.6549,3.7663,5.8528,3.808,9.7656,-1
-18.5137,-0.0969,15.2323,-4.4678,-6.2724,-1
21.0954,20.1129,15.4604,-14.674,9.9118,-1
12.9229,-1.6952,20.5438,3.469,24.8954,-1
-9.4965,-7.2818,-8.6479,1.2256,-4.7145,1
-3.4413,2.7114,16.4485,14.9897,22.4004,1
-8.4825,24.0612,-8.6142,-24.7696,18.0108,-1
1.3911,-14.4506,2.6736,17.4941,-16.5669,1
0.7473,3.7435,2.9178,8.6825,-16.4653,1
0.273,15.6629,2.1056,23.3637,-7.574,1
2.7603,-3.8018,-6.3706,-22.4185,22.667,-1
-24.3166,-6.7253,-24.5443,17.6394,22.0096,1
-3.9422,24.1426,-10.1973,9.069,9.6093,1
16.902,4.4083,23.715,-21.0306,-13.2866,-1
3.1796,-20.6608,20.9205,-16.2335,0.6124,-1
23.3097,0.5318,1.0922,3.0066,-3.0876,1
-1.9215,-8.5073,-2.5051,-12.7793,10.5048,-1
-12.4378,-2.8674,-0.2325,-3.6474,-0.5186,-1
21.2293,5.1398,10.1561,-15.8458,-3.0418,-1
21.0904,-23.7866,-13.3751,23.5951,-17.1224,1
-10.1656,23.3407,17.4581,-1.3592,12.1954,-1
16.9073,20.9375,-18.1739,19.399,-1.4392,1
11.0499,-5.5744,10.9187,-13.0501,-1.3526,-1
-1.4689,19.9998,2.113,-14.3537,-19.9935,-1
19.974,10.7617,8.9666,-17.5993,-14.6742,-1
17.98,14.3147,13.8932,5.9997,-16.0915,-1
11.9271,3.3146,2.3989,-9.3055,17.3926,-1
19.3525,7.0047,-22.9645,6.8667,-18.8736,1
-0.177,-4.9475,14.5529,-13.6079,24.9166,-1
24.1845,-0.5729,1.4444,-22.8251,-10.9363,-1
2.5613,-1.9318,21.8683,-3.2621,19.2482,-1
-14.3913,-22.9744,-6.1139,15.2111,11.1037,1
-21.4213,24.7693,7.1818,-15.6945,12.0799,-1
-18.2484,17.3484,-2.2795,-2.5953,-3.1576,-1
19.8487,4.7487,-0.7008,19.5384,2.1564,1
-3.4742,7.589,-20.7461,1.2093,2.0645,1
10.9519,-20.8759,20.1944,17.0044,-17.8271,1
17.0405,3.2966,-16.2896,10.0541,-7.6488,1
15.6086,-19.5258,3.8547,4.2625,-21.0291,1
5.5485,14.1798,7.4633,1.2325,-24.7699,-1
12.2543,9.9789,4.9134,-23.6289,10.7646,-1
-18.3394,4.6232,-21.0285,12.3566,-4.1763,1
-10.7709,-10.096,1.2659,18.6563,15.3922,1
-5.2281,-4.6259,6.9842,6.5744,-20.2815,-1
14.7637,-6.4184,15.1009,0.1978,-10.6917,-1
24.1919,-6.7525,11.0978,17.0199,22.3734,1
7.9312,6.2805,3.0977,-4.1386,3.6646,-1
-3.3418,-7.363,21.6723,-15.3878,7.9816,-1
-13.3717,23.5095,-10.7383,15.1434,-17.9935,1
10.4332,22.024,20.1029,2.806,-19.3613,-1
-23.1748,12.1998,-11.7587,-13.6432,18.3564,-1
-8.7485,17.622,13.2065,-7.9846,-18.279,-1
-0.1163,-24.5718,22.6831,-3.7823,22.6548,-1
-6.1015,-1.6545,14.4961,2.2552,15.7566,-1
17.9204,-18.5024,-19.8768,-1.7581,-12.4598,1
-5.3369,-15.3839,-20.1836,-2.4031,-0.16,1
18.0942,-18.8904,-4.6619,-24.0985,-8.7596,-1
23.0215,18.7598,24.7341,-20.864,-18.1711,-1
-4.0346,-4.0573,7.7526,24.8476,24.4244,1
-5.1275,21.4373,8.3587,8.9039,-20.1611,-1
-7.8133,6.8329,-23.6447,-8.8623,16.5923,1
-14.0225,22.6952,-5.1301,-11.9908,21.3903,-1
24.6209,22.5433,11.1373,17.1358,15.2346,1
17.8496,-0.1898,-7.6438,6.2945,-18.3573,1
-13.2424,-13.2806,-6.916,-5.0007,17.5682,1
0.2649,-14.4838,7.9228,-6.4578,2.6716,-1
5.569,-12.1607,20.1666,20.0342,6.2281,1
-24.1062,-10.5754,0.3665,-24.5702,-19.8904,-1
12.0088,-15.219,16.008,11.4879,9.3914,1
-15.4851,-10.1564,-6.0924,18.6409,-12.3099,1
14.3757,11.9682,20.6724,-16.9377,14.1413,-1
0.0068,-10.1004,16.8749,-6.653,24.207,-1
10.4941,-2.8746,-20.8791,-21.0646,10.0133,-1
