-2.8063,-6.8395,-5.1298,-0.9968,9.7896,11.1087,-18.8352,1
-0.6975,-6.6042,-3.8012,-6.4191,20.5733,-20.359,-19.5093,-1
1.7074,24.2723,7.9029,19.7386,-4.0129,-18.3498,-3.3992,-1
-22.9597,-5.27,13.7855,-1.5359,-24.8478,-5.9593,-10.875,-1
-7.1428,21.8999,3.1639,15.4397,-22.0168,-19.6487,-12.0932,-1
12.7651,9.4774,8.3759,-14.3328,-22.9339,13.8074,15.3419,1
6.0456,2.9808,-22.1184,-18.9134,2.6182,-11.9079,-4.6665,1
1.595,-5.0862,-8.0062,-10.5188,-9.0068,-3.6068,-23.9285,-1
20.0016,-9.9815,11.0258,20.1743,-21.686,23.6541,21.9253,1
11.3176,23.1733,13.9584,12.915,22.9973,22.6968,12.7051,1
1.6781,3.6259,-2.0142,15.6803,-17.8071,-12.3798,24.0466,-1
7.4032,23.8952,14.7042,-2.393,6.5849,-18.8141,11.2824,-1
3.5317,-3.0084,12.7076,-20.3067,18.3941,0.676,12.2277,1
18.6246,-15.5548,-18.9805,21.603,-8.2449,-24.2078,-23.9808,-1
9.439,2.0527,-4.7731,15.2974,14.4445,20.8609,-22.152,1
-13.1648,3.4395,-18.5847,16.1761,-12.4107,2.4902,8.6641,1
11.947,7.4001,2.9857,-14.4109,-10.8255,-16.6115,17.0299,-1
23.4277,-11.0819,-20.8096,22.5443,7.7989,0.7426,-4.9208,1
-13.6209,-1.8138,8.816,-2.7312,-3.4001,-5.1408,-13.5,-1
-20.0876,18.1681,-20.9393,-19.7317,-6.9757,11.8998,19.9676,1
18.7558,-19.5089,-7.9302,4.24,0.611,-24.56,13.3925,-1
8.4791,12.9944,-14.5215,15.8803,-5.9838,-4.581,1.232,-1
7.4095,-20.5326,-13.7329,-0.5584,-22.6537,10.2672,-9.0996,1
-22.4691,-17.4888,2.1386,-3.5913,-21.472,-22.6095,9.49,-1
24.8341,6.4268,-5.6283,7.7117,-19.9106,10.843,-21.8834,1
-23.0809,0.5821,19.0994,9.5227,8.5432,-24.4654,3.6515,-1
4.8347,21.9681,21.413,2.1884,-16.1876,4.4875,-20.0776,-1
-9.6236,-6.663,-20.0028,-6.9372,13.3317,6.102,12.465,1
8.3922,-10.5393,14.2483,14.543,-21.7178,13.308,10.8933,-1
6.8672,17.3509,8.3061,-20.8106,8.0708,12.3344,-22.9662,1
23.6969,-16.1325,-14.5864,-4.1957,15.1648,1.3736,-1.5742,1
-9.7493,2.929,-18.6513,14.1202,-19.9824,6.0365,10.559,1
-8.6819,-3.3853,22.3048,12.8803,7.3761,16.176,15.8466,1
1.6889,-12.8372,5.5336,-2.3503,7.432,5.5074,16.9324,1
19.2128,-3.5431,-22.7809,9.7398,-9.2981,-20.4391,-15.8177,-1
18.9674,-4.8826,-5.3621,17.1077,21.8137,5.4082,8.0529,1
-17.947,24.2328,15.4474,5.5277,-5.8441,-4.8605,-18.449,-1
-23.0995,-21.057,21.9158,-7.0425,21.0841,-19.7327,20.0304,-1
-0.3122,-16.2619,11.4274,-9.5351,-0.563,-17.115,2.9975,-1
15.1286,18.8531,-14.437,-16.3275,23.7595,-7.1426,3.5002,1
-6.6202,24.2277,13.1695,17.97,-7.9135,2.7784,-20.4911,-1
-17.901,-7.7884,-17.3959,10.723,12.6685,14.6437,21.1026,1
11.3499,20.5221,-1.6236,21.6762,-0.2542,1.4399,-14.0254,-1
24.8656,2.3099,20.6773,-7.0876,24.4344,-4.049,20.2912,-1
-2.9259,-1.4176,15.8273,-7.4014,8.0936,12.5423,6.7668,1
5.1344,-19.5099,-14.0134,-12.1249,-2.5381,19.2403,-24.6822,1
-22.84,-23.891,-19.0568,-11.7293,-15.26,5.775,-9.0037,1
0.6167,-5.2011,-9.1795,1.3272,0.4563,-4.7523,-0.023,1
-9.495,-17.9333,15.584,1.7675,24.4257,-10.7417,6.5515,-1
9.3117,-15.7249,10.5,-6.7644,-1.5254,18.302,8.5911,1
9.5325,-22.4345,-3.5908,-11.2796,-19.6227,-23.9705,0.3377,-1
7.979,3.3081,10.6561,-23.3406,24.5174,13.0977,6.2427,1
7.3782,21.8602,2.4214,-20.8591,-7.8551,13.6203,2.3535,1
11.6491,-11.1052,0.0317,11.34,-2.3548,-23.1779,15.6643,-1
4.3172,3.5911,1.5637,9.2121,-0.0216,7.032,8.9553,1
-20.4541,-24.1781,-6.7564,3.407,15.2323,-6.8176,12.5916,1
-13.2422,5.8277,-21.1141,18.9532,23.223,5.9481,-19.0074,1
5.7554,1.4833,13.9383,7.3541,-24.8178,-10.4185,23.2657,-1
23.4782,24.2372,-9.8129,-2.0382,19.092,-8.0226,-13.0268,1
-19.2073,-23.2681,15.997,10.9167,-16.258,-20.5779,-3.5053,-1
23.5511,-23.9563,7.2478,-13.5949,-4.2599,10.5034,10.3807,1
17.0853,3.159,7.4083,8.9282,19.0386,23.6466,-5.7267,1
-17.5499,-6.5577,1.224,-17.8447,1.3704,-24.7599,-23.638,-1
-9.6283,-23.8526,13.8028,-22.3332,-1.1109,24.7402,-18.1692,1
-7.8254,-14.6487,-10.8755,-3.742,-1.0658,-21.7322,-18.3473,-1
19.1859,-24.3459,18.7906,14.7689,-9.4292,-11.9742,-11.1344,-1
-22.561,1.7574,-10.3813,-12.2977,-5.8064,18.4268,15.5489,1
-6.2568,-2.9455,23.6545,8.8536,10.6294,22.0626,16.0206,1
19.4152,-7.7844,-12.3062,20.8469,-9.8424,8.8891,-5.4213,1
17.8314,16.5554,-19.0362,-12.2949,-11.7016,-4.8987,24.4552,1
5.8527,9.1581,5.1414,-0.6537,8.2098,2.6062,-22.618,-1
0.3649,-15.0399,2.4149,24.1068,-9.7929,-10.0918,20.5932,-1
10.0213,-16.1824,11.1355,15.1801,13.9409,-21.7678,-22.0756,-1
18.2053,-9.8144,2.3787,5.6677,-24.5863,15.8357,-18.603,1
9.7336,-19.5813,-12.2311,-23.8563,-6.3171,-9.9667,-21.3505,1
-10.6549,11.2594,-1.1897,-15.9072,21.7351,-8.716,-15.0572,-1
7.3116,12.4819,13.8148,24.1357,0.3509,-23.1431,-3.1976,-1
16.9777,-16.3593,-12.3254,-11.442,-1.1016,-11.6767,24.6101,1
12.4959,24.4942,5.6126,17.4238,14.3881,22.0237,-3.1358,1
5.433,7.2543,18.8292,-18.9433,19.3619,-7.0028,16.665,-1
-11.924,13.508,16.9162,-8.3805,10.9139,19.7782,-14.7049,1
-2.7984,5.5147,-19.6709,-5.6917,5.2956,-13.7336,18.0434,1
-10.1572,23.339,-9.3487,11.7907,6.7641,12.3242,6.4083,1
1.4159,-1.7461,-9.694,3.7485,17.521,9.0249,-16.0917,1
24.1198,14.028,1.1063,20.9228,7.2269,-6.4022,-11.9385,-1
-18.0789,13.7256,-8.8637,4.9308,22.4051,20.9354,24.4027,1
-14.4478,23.121,20.2698,-14.0829,-5.887,0.67,6.8118,-1
22.1299,15.9875,2.3998,24.3479,11.4594,-15.3257,12.9887,-1
9.3224,-7.9437,24.6811,-4.4124,6.0829,3.7716,-14.1795,-1
4.0664,2.0205,8.0278,9.716,-0.4461,-17.9872,-15.4531,-1
14.7713,-1.7373,12.8922,-0.5936,-13.8861,-3.4623,-1.8878,-1
22.9963,-20.6599,-11.3825,3.0838,-6.2028,20.244,10.3235,1
11.3842,16.1759,10.6177,-9.0379,-19.552,-15.1266,-18.381,-1
11.9292,-12.7121,13.6849,23.4548,-12.5728,-5.3215,21.7168,-1
14.0588,-16.8241,4.3882,-17.7698,5.7199,8.5077,4.7784,1
-14.4416,-2.8576,10.6149,-6.0983,-22.3321,13.9694,-1.0214,-1
-14.6595,24.4514,0.6569,2.2636,3.1713,-13.4998,-13.7792,-1
16.6024,-3.2548,-17.5411,6.2832,-16.8919,11.1948,-1.9614,1
17.9226,23.8653,10.3105,10.6638,10.9165,3.1059,5.9173,-1
15.6825,-12.0561,-23.5888,15.7177,12.9462,-5.4771,-21.5683,1
