5.5707,-1.3399,8.3694,4.4653,8.7415,22.7098,-17.7006,21.3617,21.8472,-15.3832,-14.2643,-1.955,-0.6977,-12.38,-23.7143,-20.4551,-13.1418,23.5814,-19.4464,-18.6293,-15.3879,14.3666,4.7653,-18.9295,7.7293,-23.7082,16.1425,-22.2632,-11.693,16.2241,-3.4754,-8.9062,-13.5937,8.3381,-12.0817,1.5013,-21.7113,-13.7628,-6.7307,14.686,-13.1404,-21.1816,2.0139,-19.9598,3.0236,-15.4186,-9.4888,-24.697,-9.4177,6.6861,22.1152,15.7113,18.3333,23.3187,-1.6753,6.2154,-22.0407,-3.3816,24.0181,8.9812,-10.4029,-5.0411,2.5066,9.7477,-12.0983,-9.8811,-2.4949,24.9653,-11.5507,16.8208,5.2484,-24.3131,-19.7225,23.6545,8.7771,20.1587,2.0001,-7.5895,-17.9976,-7.2301,12.8078,-20.5523,24.0198,15.2371,5.3115,5.7155,16.9994,0.2628,-22.6874,-13.3643,-24.7786,-21.62,-3.8289,4.658,-15.8142,9.5095,12.3479,-7.8078,12.5541,0.0259,5.9507,2.3881,7.9888,-5.443,5.8451,13.6132,-21.3094,8.6278,21.0691,-19.4424,12.0942,-21.9415,-7.7216,-9.1016,-21.7315,-0.3535,0.1923,-23.8815,-15.8947,7.8813,22.6298,22.092,15.5554,-4.3182,-22.523,-22.3409,-1.7165,-1.5164,1
-20.2826,-3.9593,9.9767,17.9877,19.0984,4.3846,-3.5307,-9.8546,-16.1084,7.7378,-13.8731,11.9643,6.2809,-22.1619,-23.3902,15.877,-11.3679,-6.5946,19.5802,16.8817,-21.6976,-17.1577,-8.9214,22.4774,-2.1639,10.3663,6.3517,9.2504,22.2415,13.0615,9.6048,11.1383,3.4522,-15.2573,-17.9539,-0.0478,12.1983,-6.9888,-9.5835,-23.1539,22.5691,-5.4916,-21.5582,-20.3397,13.2351,18.8379,8.4216,13.5822,19.4787,-3.1037,19.7825,-10.5774,3.4429,14.8181,-5.1056,14.0981,-17.3845,19.0241,-0.4877,-19.8619,6.0464,20.5859,13.8022,10.138,23.7293,-5.2494,1.2623,22.3883,-8.4466,-13.6739,19.6634,21.7922,20.4531,-1.0147,-11.4572,-1.0819,-6.1702,22.111,-14.0982,-0.9157,10.7595,15.4356,0.4403,19.3638,1.899,-20.9093,10.757,16.9123,-4.727,-15.9878,24.4519,11.6302,3.2593,16.5975,-17.7348,-16.6756,10.5749,8.2335,18.0404,2.1294,8.5628,5.5981,-13.7903,15.7926,-4.953,-14.5333,6.3081,9.8101,21.566,-21.8033,16.3561,17.9329,21.1189,-2.4509,10.7454,-7.0462,23.8375,9.9985,-15.9938,18.0732,-20.6125,19.1017,19.7142,-20.2398,-14.811,17.3618,2.4383,24.3395,-1
6.4536,-21.5807,-21.9904,-23.9641,17.6738,8.9191,-18.9232,14.4368,-15.9384,1.9579,18.6792,6.65,-4.1181,-13.1268,-7.8273,0.8653,-7.452,12.4425,20.2576,15.1707,22.8914,-24.7172,18.5639,12.5098,12.7137,-0.6917,21.7696,-4.8997,-5.0744,7.9725,-17.0762,6.887,-15.9142,-8.0214,19.9195,-3.2171,20.7237,15.8552,-1.7957,0.7254,1.5263,2.851,12.4704,-20.2842,19.5419,5.2089,7.615,-3.4977,10.1844,-11.4156,-24.0467,22.8667,8.7888,-6.2405,-22.233,-0.6268,11.6274,-11.0814,2.3335,-15.9877,-12.1662,-22.2698,-11.9734,-11.9067,22.0156,-19.661,-24.1274,13.9522,23.192,20.7829,11.0423,-19.3687,-4.4847,-16.1483,-24.1137,-12.0115,3.7395,-17.9243,-22.9811,-5.9879,19.6359,-21.8279,14.4184,-0.3333,11.6258,-11.6684,20.0092,0.3946,24.0587,19.2219,-2.9123,-10.2776,24.1538,22.3023,-5.6993,7.9601,-14.2214,12.8609,-4.5863,0.0824,-11.9652,5.8381,-8.3516,-11.2221,2.8951,-19.78,8.503,19.5814,18.691,-7.1535,7.8361,-14.1498,-9.7799,-4.5727,-17.1222,-5.7367,20.5723,1.7551,17.2277,18.4852,-17.2225,18.3853,-19.8693,12.1859,-2.0495,23.36,18.5132,5.7893,-1
22.1168,-14.6549,-9.9118,-20.8483,10.174,3.9522,-10.9563,2.224,7.3605,10.3943,-1.7755,1.9259,-7.3804,-16.0763,17.4957,-21.1094,1.5804,-13.2394,8.333,-0.8077,-9.8357,-18.2116,-2.6793,3.9785,-16.4131,-21.4775,8.9394,23.5208,12.9107,-14.022,-9.7233,11.6531,-20.3489,-2.4637,12.4004,-15.7582,23.5152,0.8226,20.9671,22.6189,17.1413,-22.5856,13.5245,13.2546,-3.6326,13.1959,-20.7909,1.8975,3.2349,-3.8075,-14.2683,23.8415,20.4517,-1.5957,9.0208,-3.2346,9.2276,-3.8672,-17.3817,-16.1152,-3.2796,-0.8373,8.8719,-2.5954,8.5741,3.4923,-15.5183,-0.9874,-20.3543,21.1854,-10.4594,19.7144,3.048,19.789,6.0602,20.4257,2.2663,-15.7892,-11.8283,20.7186,-18.4249,11.2084,7.6326,3.3834,21.6905,3.0212,-13.4982,2.258,-24.955,21.7783,18.8724,-5.3388,7.7272,-13.53,-21.9796,8.5473,19.7001,24.4417,2.5341,-13.0938,13.932,-10.765,7.9384,-24.1019,1.5761,18.0998,-17.951,13.707,-21.6332,1.5348,18.7995,-14.6169,17.0234,6.4875,16.8008,3.5411,-13.5427,0.7438,-14.3334,-1.5887,-19.3149,15.5383,-4.5515,1.8395,19.18,24.2242,11.8684,-5.6683,1
-15.4897,-14.2842,10.6895,6.2458,-7.556,-8.9825,-16.8716,1.1258,12.1789,21.241,4.4766,19.3864,-24.4043,3.6101,-15.0481,-2.295,1.7479,-5.9641,23.9169,12.8819,19.6309,-5.4126,16.8574,4.1892,5.5929,1.0349,15.3458,14.6047,-15.9159,-4.4043,-13.9916,20.1687,-23.7897,3.7919,3.6796,-22.6785,11.4727,-7.3264,2.7221,-16.5605,-21.8387,-14.4702,10.233,-2.1527,3.6149,21.0287,7.6096,-8.7734,-17.1346,-6.6876,16.4703,-15.1384,-17.8339,-0.313,-22.7768,-16.5774,18.715,-23.2271,9.9711,15.5534,10.1226,-22.759,-17.2738,17.4247,18.9404,-21.9727,-22.8846,9.3138,15.0546,-9.9269,-5.3298,16.5212,-15.5966,15.7155,-14.6246,10.8455,-20.8805,22.2909,5.0576,-21.3403,-23.1942,24.5326,-18.6856,-7.9566,-0.336,-6.4972,-1.5816,-17.9676,7.1011,-15.562,-23.616,-14.9836,14.3219,-12.4705,6.3525,-7.5419,-3.6252,-2.5429,16.4917,-15.1022,-9.941,21.6932,10.1612,-3.3873,19.7227,8.9348,2.7632,-12.1499,-2.8632,22.962,-16.4564,10.982,-17.7299,8.8246,-23.8212,-1.8347,3.4567,10.2545,2.673,-16.9755,24.0776,-20.387,-5.7814,4.4606,-22.9076,22.0924,-18.7324,-23.6227,-1
19.7997,17.445,8.6173,2.8731,7.8595,11.398,19.3878,-13.4138,-18.3462,8.0321,7.898,-22.3218,2.0387,-2.3418,-1.3802,2.3344,15.2544,1.0022,-6.1012,-17.9225,6.5229,1.1915,-16.9755,-19.3743,15.8404,-11.1413,-19.3454,8.8065,-11.2861,-0.7348,-0.2703,-10.8194,-24.3956,-16.7287,4.6339,-9.8343,-14.2623,-23.4934,-10.8924,2.9747,23.1933,-6.7617,7.2551,-14.3976,20.1009,-5.7379,12.3861,1.6297,1.1894,-4.0062,8.1399,-16.8218,-4.3881,18.1663,10.9382,3.8234,4.5805,13.1174,-18.4756,23.4718,-11.0152,16.862,-18.5784,-4.8629,10.9766,-22.7247,-1.9071,-7.9866,-23.3583,-10.1142,-13.5756,-13.0024,5.9313,24.9276,1.6192,2.2013,-5.0065,19.6649,0.0207,13.4618,2.9794,-1.3737,7.0588,21.1586,5.1629,-19.8431,-17.9314,-12.7122,2.9743,8.7406,1.9264,1.2612,-17.555,7.1975,-14.4637,-23.9329,22.3532,9.303,6.2472,18.7718,-4.9115,11.7912,18.0683,23.6431,17.3892,-22.2682,6.801,1.8214,1.3377,-24.9303,-1.4311,-11.8585,-20.5798,21.0113,0.0408,11.2142,-6.1319,-6.1607,-6.9968,-2.0356,17.9075,2.4214,4.6693,1.4234,-6.0538,6.3266,9.926,13.0844,1
10.2636,10.5931,18.0879,22.0376,-7.7119,-17.3855,-15.2027,18.2631,1.2931,-19.4928,-18.1018,8.3287,12.756,22.2399,9.8492,17.5173,-19.7821,1.1516,-9.0484,13.2113,-0.5041,6.5838,12.5398,6.3986,-8.396,-22.9422,11.7066,-16.4398,18.8927,21.1493,13.1292,-8.397,-0.2322,17.0554,10.871,-1.8892,-2.6306,12.8807,-24.4211,6.7374,13.9245,17.8386,-9.5688,20.9218,-19.9737,18.1995,5.0819,-16.3368,1.6638,10.9885,-10.1645,-19.6338,-9.4724,17.7898,-12.1208,-14.5673,8.6534,17.5777,2.5484,-24.2348,-17.1705,7.4827,-24.952,-3.2193,8.7112,9.3661,3.0896,11.2051,-21.2459,-21.9424,6.1229,8.9378,20.6811,-21.4637,-13.7477,6.9799,14.158,8.1738,-4.9347,-9.4804,21.7423,-24.4025,-15.8032,17.0955,5.863,-0.2169,2.006,22.4923,23.3523,-0.7084,-12.5456,15.2068,5.8598,13.9698,19.0552,14.3379,-5.9288,-15.6549,-7.0421,-9.9919,-15.2171,11.9914,-9.6933,-0.4925,5.3777,18.8956,-11.2056,-4.4066,-18.1376,-16.4392,-12.8548,9.7129,7.2291,-21.3941,-18.5764,3.8634,-11.1119,13.8029,21.9393,5.7399,-12.3859,13.3841,-23.6972,-13.1427,-7.1161,17.7966,-0.0523,4.0695,-1
3.3148,21.3399,-13.0372,-8.8122,14.7869,14.828,-20.4387,21.7342,17.0472,-17.2951,-12.5426,-11.4933,19.4362,-21.2239,-18.657,-11.5109,1.1113,16.4844,-3.9432,-7.0832,-24.1921,-0.4714,10.359,-24.8087,-11.8704,-13.5616,-19.4959,0.4953,-7.9034,-7.6135,6.0468,-24.819,-20.0923,-18.9983,-16.5093,-5.6738,-16.289,5.0552,-12.4481,-13.8019,0.9077,22.5918,6.1452,-11.4701,-4.0973,17.4565,8.4594,22.148,-7.1066,-7.0527,-18.2023,6.6272,-20.39,20.8767,-4.0344,13.8755,-16.7547,-14.6497,-5.1061,-4.6417,21.165,-22.7344,14.0474,24.1928,7.9684,10.7856,-24.9166,-2.7526,1.0224,-2.1066,19.8856,-24.3107,17.6861,21.8407,-24.419,-7.9018,-1.9391,-9.4063,19.595,-8.3427,-12.9868,-8.5633,-4.5521,23.6322,-15.7816,22.143,16.183,-7.4187,3.5309,-5.8825,6.381,-13.2292,-18.8905,23.2616,-7.0706,22.0486,17.4625,10.1596,-16.1898,23.6838,11.5815,22.7391,7.7633,-11.4244,-1.4377,10.8242,12.9435,23.3493,10.3686,14.5061,15.0173,-2.6659,13.6817,-20.6028,13.5132,7.9402,3.6714,-8.1769,7.7401,15.7273,-16.949,8.6882,0.1801,-5.4162,4.7975,15.6171,21.925,-24.9293,-1
-10.6947,-19.317,-15.5314,-8.7258,-2.0241,0.5746,11.2565,14.139,-10.2538,-18.1561,-17.8215,11.8057,-13.0844,5.7939,-4.7126,15.1516,9.1483,-5.9982,-20.2812,-15.7346,-10.8371,4.636,-11.4761,-22.606,23.4831,-17.88,18.2808,-10.1664,-8.3418,-12.8381,-10.6296,-6.4964,-2.7195,9.771,-19.2427,-10.0776,-4.1176,-13.3682,-21.9217,1.8942,12.2282,-20.5402,-11.4982,-24.4345,16.707,14.3344,15.8953,19.9113,13.6238,-21.7467,-5.209,18.1118,-8.1408,3.6681,-11.0624,3.8561,2.3672,3.7305,-13.5181,18.9874,8.6973,7.3147,4.7914,21.0583,24.8803,8.9749,-21.9858,21.0507,1.5827,-13.9304,-11.8878,-11.5285,10.0832,-19.5207,16.5226,22.1012,10.2607,-5.0726,-7.8181,14.918,5.1353,3.3118,-22.4906,-13.627,14.4832,1.7677,21.5061,-21.9451,-7.6199,-13.8757,7.0211,-24.7917,-10.4048,20.7635,-13.7093,16.0963,8.1894,20.5204,14.0695,24.9399,18.0927,-23.0632,20.1065,21.0428,-19.3482,24.744,-24.3261,3.0353,20.0724,12.8451,14.2827,-15.9643,-4.2981,6.5696,-13.7377,2.891,-21.5553,15.7487,16.6084,17.4601,-0.3337,15.7347,-8.3425,-23.6442,2.8266,16.0228,1.3867,15.6352,1
3.7611,-12.807,-17.7666,-16.1738,-23.5163,-11.3677,-0.4358,-6.6425,-10.9931,-18.6926,11.3266,19.4985,-14.3131,20.1335,-3.8065,-8.6932,12.8794,-5.692,24.6063,-21.9202,-17.3214,-24.3803,-4.5138,15.9347,5.5139,-2.6457,-12.8099,14.2026,-1.2566,21.5315,-11.1495,-9.8122,14.204,23.1789,14.5373,16.8809,-7.8257,-17.8591,-6.0862,-17.1063,9.8118,-14.9377,-5.0186,4.2731,-2.7739,20.9918,-7.3564,3.4017,5.4394,4.6548,6.0664,-17.31,-13.5266,24.1754,-12.7452,15.116,8.5804,3.5678,5.1715,15.6658,-11.8483,-22.0765,-4.4912,24.8311,-22.3655,-24.165,-20.353,4.1285,12.4404,23.3596,18.0546,-15.9242,14.5086,19.9597,19.8866,-23.7062,-17.6701,10.783,-18.1123,0.8394,16.3825,24.8405,19.1735,-11.2057,14.709,-12.3811,-17.6183,-21.9708,0.9519,-3.3302,1.4733,4.958,-20.7277,19.2109,-4.2879,20.808,-6.5804,-3.2794,6.3256,8.4143,17.8788,7.9856,2.895,-7.9612,11.115,21.262,20.2621,22.8479,4.656,22.6554,2.679,-17.9403,18.1007,21.9094,-5.758,17.6105,-2.5462,-9.5704,13.4915,1.002,9.3851,11.6205,4.0666,-1.1282,9.9477,-24.886,-7.7395,1.8995,-1
